SYMBOL	treatments
RYR2	cerivastatin:21386754
RYR3	amlodipine:-
S100A10	GONADOTROPINS:11356677| DEXAMETHASONE:10358078
S100A12	METHOTREXATE:15077313| MTX, METHOTREXATE:15077313
S100A2	ANTISERUM:9463588| ANTISENSE OLIGONUCLEOTIDES:11304580
S100A8	MTX, METHOTREXATE:14722212
S100B	STREPTOZOTOCIN:14583344| PHENOTHIAZINE:6947252| STZ, STREPTOZOTOCIN:14583344
SAA1	NAPROXEN:1729367| ANAKINRA, IL-1RA:1717568
SACM1L	bupropion:22041458
SAG	BROMOCRIPTINE:3494043| TACROLIMUS, FK 506:1717008| DEXAMETHASONE:3123380| INDOMETHACIN:1324133| CYCLOSPORINE, CSA:3123380
SAMD3	TGFBETA1:15629128
SCAP	rosuvastatin:27885915;29318930| simvastatin:16158080
SCARB1	fenofibrate:-
SCD	COLCHICINE:6148915| CLOFIBRATE:11162472| ROSIGLITAZONE:15855323| VITAMIN A, RETINOL:12538081
SCG5	TGFBETA1:14709802| CHEMBL1213492, HISTONE DEACETYLASE INHIBITOR:14709802| CAPSAICIN:3858706
SCGB1A1	RHIGF-1:17697625
SCGB3A1	pazopanib:26063633
SCN10A	carboplatin:26194361| taxanes:26194361
SCN1A	lamotrigine:21747585;23859570;25155934;28753467| clobazam:21747585;23859570;25155934;28753467| levetiracetam:21747585;23859570;25155934;28753467| fluorouracil:23752739| ethosuximide:21747585;23859570;25155934;28753467| antiepileptics:21561445;22292851;22591328;23859570;24342961;25155934
SCN2A	antiepileptics:18784617;23859570;25155934| lamotrigine:18784617;25155934| topiramate:18784617;25155934| phenytoin:18784617;23859570;25155934| phenobarbital:23859570;25155934
SCN5A	lidocaine:-
SCN9A	propofol:-
SCNN1A	amiloride:23788015| triamterene:23788015
SCNN1B	Farglitazar:18004211| triamterene:23788015| aldosterone:18004211| Insulins And Analogues:18004211| amiloride:23788015| glibenclamide:18004211| insulin recombinant:18004211
SCNN1G	triamterene:23788015| hydrochlorothiazide:16172412| amiloride:23788015| bumetanide:17460608| furosemide:17460608| torasemide:17460608
SDC1	HEPARIN:11333985
SDC2	HEPARAN SULFATE:8642635
SDF4	ALCOHOL, ETHANOL:18355758
SDHB	GENTAMYCIN, GENTAMICIN:11477914| CORTICOSTEROIDS:1537729| DOXORUBICIN:6672210,16278810| ANTIBIOTIC:6277242
SDS	DEXAMETHASONE:12210718
SELE	fluorouracil:24980946| oxaliplatin:24980946| leucovorin:24980946| capecitabine:24980946
SEMA3C	irinotecan:22664479
SENP3	methylphenidate:29382897
SERPINA3	antineoplastic agents:21487324
SERPINA5	HEPARIN:8136018| THROMBIN:8136018
SERPINA6	doxorubicin:26230641| daunorubicin:26230641
SERPINB3	GONADOTROPINS:8070597
SERPINC1	ethinyl estradiol / norelgestromin:-| lusutrombopag:-| avatrombopag:-| eltrombopag:-
SERPINE1	fluoxetine:18794724| antidepressants:18794724| citalopram:18794724| AZA:8635147| 9-CIS RETINOIC ACID:9869165| DEFIBROTIDE:12745658| GLYCYRRHIZIN, GLYCYRRHETINIC ACID:15070972| VASOPRESSIN:7482412| 5-BROMODEOXYURIDINE:2537681| ARSENIC TRIOXIDE:14619570| ORLISTAT:11410822| RECOMBINANT INTERLEUKIN:1368117| URIDINE:10712415| CAPTOPRIL:9152782| DALTEPARIN SODIUM, DALTEPARIN:17057417| NIMODIPINE:11486117| MCP-1:16452499| LEVOTHYROXINE:16075920| NORETHISTERONE ACETATE:12385861| REGRAMOSTIM, GM-CSF:8260700| dexamethasone:18285546| ORAL CONTRACEPTIVE:8392873| THROMBOLYTIC AGENT:11041123| EPIRUBICIN:16444429| RETINOID, ETRETINATE:8498603| PREMARIN, ESTROGENS, CONJUGATED:8888658| CETRORELIX:16391860| HYDROCHLOROTHIAZIDE:11836266
SERPINH1	ANTISENSE OLIGONUCLEOTIDES:9714184| 11D10:8567753
SETD4	doxorubicin:19204081| daunorubicin:19204081
SF3B1	Spliceostatin A, CHEMBL1221944:25424858| E7107:27622333
SFRP5	Bisphosphonates:-
SFTPA1	ALBUMIN, ALBUMIN HUMAN:1314502| 9-CIS-RETINOIC ACID:8944731| CGS 20267, LETROZOLE:12519892| TRICHOSTATIN A, TRICHOSTATIN:11948134| RETINYL PALMITATE:8023960| PHORBOL MYRISTATE ACETATE, PMA:8810290| GLUCOCORTICOID:3382698,2843346| RETINOIC ACID, TRETINOIN:8404646| CORTISOL, HYDROCORTISONE:9575874| ANAKINRA, IL-1RA:8996657| DEXAMETHASONE:9486201,2015097,10781428,8969273,3194412,8906664,3382698,12538780,2610267,2014154,8572233| RECOMBINANT HUMAN KERATINOCYTE GROWTH FACTOR:12740217| HYDROGEN PEROXIDE:7943250| AMIODARONE:11597911| HEPARIN:7980398| ACETYLCYSTEINE, NAC:10533675| BCG:10926544
SFTPB	STZ, STREPTOZOTOCIN:1386745
SGK1	SGK1-INH:27451907| SALINE, SODIUM CHLORIDE:16924469| ALPELISIB (NVP-BYL719):27451907| BYL719 (ALPELISIB):27451907
SH2B1	aripiprazole:28694205| olanzapine:28694205| paliperidone:28694205| quetiapine:28694205| amisulpride:28694205| clozapine:28694205| low density lipoprotein:28694205| risperidone:28694205| mirtazapine:28694205| valproic acid:28694205| lithium:28694205
SH2B3	Ruxolitinib, RUXOLITINIB:22897847,22955920
SH2D1A	emapalumab:-
SH2D5	gemcitabine:22838950
SHBG	ENZYME INHIBITOR:11872207| DROLOXIFENE, 3-HYDROXYTAMOXIFEN:7561649| LISINOPRIL:11872207| ANTICONVULSANT DRUGS:9821980| ADJUVANT:8312583,1394142| NORGESTREL:573191| RECOMBINANT HUMAN GROWTH HORMONE:3680477| BUSULFAN, BUSULPHAN:3692618| INSULIN:7593430
SHH	CAFFEINE:15456933| RETINOIC ACID, TRETINOIN:10404648
SHMT1	irinotecan:22044939| leucovorin:22044939| bevacizumab:22044939
SI	MIFEPRISTONE, RU-38486:3132399| DEXAMETHASONE:2295387| STZ, STREPTOZOTOCIN:12940455| INSULIN:9585003| TOTAL PARENTERAL NUTRITION, SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE:10712262
SIK3	hmg coa reductase inhibitors:20195290
SIN3A	hydroxyurea:27767389
SIRPA	capecitabine:-
SKOR2	perphenazine:-
SLAMF1	METHOTREXATE:16882589
SLAMF6	PYROXAMIDE, INTERLEUKIN-4:14988414
SLC10A1	rosuvastatin:30100615
SLC10A2	anthracyclines and related substances:21900104;23441093| thalidomide:20038957| docetaxel:20038957
SLC11A1	COBALT:12750164
SLC12A1	sulfonamides, plain:23788015
SLC12A3	furosemide:17460608;20877298| torasemide:17460608;20877298| Thiazides, plain:15824464;23788015| bumetanide:17460608;20877298
SLC12A8	Tumor necrosis factor alpha (TNF-alpha) inhibitors:26194362
SLC14A2	nifedipine:17344938| clopidogrel:30487649
SLC15A1	hmg coa reductase inhibitors:-| daunorubicin:26230641| ACYCLOVIR:12821497| doxorubicin:26230641| fluvastatin:-
SLC15A2	warfarin:-| sorafenib:-
SLC16A1	PHORBOL MYRISTATE ACETATE, PMA:14525727| SODIUM BUTYRATE:11882670| SODIUM BUTYRATE, BUTYRATE:11882670
SLC16A3	STZ, STREPTOZOTOCIN:12611763
SLC16A5	cisplatin:28448657
SLC16A7	methotrexate:29589488
SLC17A3	bumetanide:21282933
SLC18A2	bupropion:22947179| antipsychotics:24018103;27272046
SLC19A1	sulfasalazine:18322994| carboplatin:16875718| cisplatin:16875718| irinotecan:-| prednisone:17325736| imatinib:30237583| folic acid:18322994| hydroxychloroquine:18322994| capecitabine:-| Platinum compounds:29662106| pemetrexed:12571805;19841321;24732178| leucovorin:16115875| raltitrexed:11705857| fluorouracil:16875718| bevacizumab:-| cyclosporine:-
SLC19A3	metformin:26528626
SLC1A1	olanzapine:19884611| risperidone:19884611| WORTMANNIN:12401608,9502808,14574224| PHORBOL MYRISTATE ACETATE, PMA:15707698,9502808,14574224| ALCOHOL, ETHANOL:14574224| LIDOCAINE:12401608| STAUROSPORINE:12401608,12759177| HALOPERIDOL:12873733| Selective serotonin reuptake inhibitors:22776887| CLOZAPINE:12873733| clozapine:19884611
SLC1A3	ANTISERUM:9068840| antipsychotics:25209194
SLC1A4	antipsychotics:25209194
SLC1A5	GLUTAMINE:11997238
SLC22A1	morphine:23835420;23859569;30300922| amantadine:-| Antiemetics And Antinauseants:20921968| proguanil:29882324| sorafenib:23532667| o-desmethyltramadol:27082504;27541716| Dopamine agonists:-| selegiline:-| Anticholinergics:-| fenoterol:28791698| tramadol:21562485;27541716| sumatriptan:26659468| levodopa:-
SLC22A11	methotrexate:26086825| zidovudine:22960662
SLC22A12	fludarabine:22584460| gemtuzumab ozogamicin:22584460| idarubicin:22584460| cytarabine:22584460| losartan:26086348
SLC22A16	fluorouracil:-| doxorubicinol:17559346
SLC22A17	doxorubicin:26230641| daunorubicin:26230641
SLC22A2	trimethoprim:-| anthracyclines and related substances:21900104;23441093| l-tryptophan:22590580| fampridine:24433361
SLC22A3	ANTIDEPRESSANT DRUGS:15121658| SARCNU, SarCNU:11783015,10632359| lamivudine:-| metformin:20859243;22722338;25920679| catecholamines:20859243
SLC22A4	ustekinumab:27977334
SLC22A5	sunitinib:28117434| imatinib:23127916;28762371
SLC22A6	cidofovir:15914676| hmg coa reductase inhibitors:-| pravastatin:-| zidovudine:22960662| rucaparib:-
SLC22A7	capecitabine:28347776| doxorubicin:26230641| zidovudine:22960662| daunorubicin:26230641
SLC22A8	cefotaxime:23649425| hmg coa reductase inhibitors:-| methotrexate:21317831;25502615| pravastatin:-| zidovudine:22960662| rucaparib:-
SLC22A9	methotrexate:25502615
SLC24A4	salbutamol:-
SLC25A31	atenolol:-| hydrochlorothiazide:-| metoprolol:-
SLC25A5	SODIUM BUTYRATE, BUTYRATE:10657244| TRICHOSTATIN A, TRICHOSTATIN:10657244
SLC26A8	tenofovir:-| adefovir dipivoxil:-
SLC26A9	ivacaftor:-| olanzapine:-
SLC28A1	URIDINE:10455109| IL-6:15464233| ara-CTP:30088438| anthracyclines and related substances:21900104;23441093| zidovudine:22960662| THYMIDINE:10353719
SLC28A2	peginterferon alfa-2b:26071337| protease inhibitors:26071337| URIDINE:11641443| mercaptopurine:26237184| THYMIDINE:11602688| methotrexate:26237184| boceprevir:25836019| ribavirin:26071337
SLC28A3	mercaptopurine:26237184| methotrexate:26237184| ara-CTP:30088438| gemcitabine triphosphate ditriethylamine:-| anthracyclines and related substances:21900104;23441093| zidovudine:22960662| thioguanine:-
SLC29A1	ribavirin:20812847| mercaptopurine:26237184| tipiracil hydrochloride:28992563| URIDINE:10763851| peginterferon alfa-2b:20812847| paclitaxel:24361227| peginterferon alfa-2a:20812847| CYTARABINE, ARA-C:15632314| methotrexate:26237184| IFN:12868960| azathioprine:26332308| trifluridine:28992563| ALCOHOL, ETHANOL:15258586
SLC29A2	gemcitabine:25162786| 6-MERCAPTOPURINE, MERCAPTOPURINE:17088032
SLC29A4	metformin:22722338
SLC2A1	ESTRADIOL, 17 BETA-ESTRADIOL:9227446| GENTAMICIN:8779884| PROGESTERONE:15350188| GENISTEIN:8621505| RETINOIC ACID, TRETINOIN:10950817| BASIC FIBROBLAST GROWTH FACTOR:15924676| SELENIUM:12577306| THYMIDINE:1868466| GLUCOCORTICOID:17072757| IL-7, QUAZEPAM:17023582| PHENYTOIN:15698863| TCDD:7530807| TRIAMCINOLONE:10199793| ROSIGLITAZONE:11699047| platinum:26358256| DIAZEPAM:15148255| BFGF:15924676| PIOGLITAZONE:17251278
SLC2A2	metformin:-
SLC2A3	INSULIN:12814351| CYTOKINES:15727913
SLC2A4	GLIPIZIDE:8043894| LIF:16489447| THEAFLAVINS:18591783| RESVERATROL:18065527| NEOMYCIN:15024008| RETINOID, ETRETINATE:12697904| OPIOID:16450289| ACARBOSE:12065205| SORBITOL:11879194| BETA-ADRENERGIC ANTAGONIST:10381893| GLYBURIDE:8224371| HORMONES:8119934| HEPARIN:10997602| EPIGALOCATECHIN GALLATE, EGCG:18591783| TROGLITAZONE:11947963| OMAPATRILAT:15776120| WORTMANNIN:11598141,12490950,12743033,18366935| INDOMETHACIN:8557642| MIRTAZAPINE:16002093| GENISTEIN:8424658| STAUROSPORINE:8068015| GLUCOCORTICOID:9032457| ALPHA-ADRENERGIC ANTAGONIST:10381893| IRBESARTAN:18162196| UCN-01, (7S)-HYDROXYL-STAUROSPORINE:15534092| TUMOR NECROSIS FACTOR, STAUROSPORINE:14764603| PROGESTERONE:17068109| CHEMBL35482, PD-98059:11978788| STREPTOZOTOCIN:10098523,9421368| ETOPOSIDE, VP-16:15496478| STREPTOZOCIN, STREPTOZOTOCIN:2354749| CLOFIBRATE:8557642| DEXAMETHASONE:1587399| TNF-ALPHA, STAUROSPORINE:8995390,16754199,14764603| BUTHIONINE SULFOXIMINE, BSO:15127200| PHENTOLAMINE:10381893| ESTRADIOL BENZOATE:18084728| ACE INHIBITOR:12215475,8622594| IMATINIB:16707477| CALCIUM CHANNEL BLOCKER:8381427| DIPYRIDAMOLE:1716731| INSULIN:8349045,7884509,9918825,8995390,11714021,17616136,8243832,2040701,16423895,17227768,17279354,16754199,10198313,14637133,15083319,11401844,9792680,10778531,17976658,1855475,12054114,1999488,11375332,15365619,10334307,12490950,9048628,9616209,15536229,1324860,8665891,8419118,9176187,7695642,9227455,17400720,8013658,12175706,17462778,9406133,11443199,9437239,17709177,2050674,7585807,12540375,15235327,11079746,10839189,11522683,8636261,8789319,7796936,8412752,15850715,1612011,8675649,15235328,11916910,7750476,10497159,9421368,17959846,16823721,2249650,7575448,17072583,9748297,8391425,15469417,1587399,9175878,9453263,17825496,10542046,9227454,7968595,10871200,12829635,12932196,18322300,7866477,8063042,10080958,16489447,12970362,10834933,15264018,8522056,15258906,18366935,8048627,1858877,8529803,9950801| EPIGALOCATECHIN GALLATE, GREEN TEA EXTRACT:17616136| HYDROGEN PEROXIDE:16713429| RHGH:7762644| ACETYLCYSTEINE, NAC:16713429| PENICILLAMINE:17666490| FDG:7884509,12900743| HGF:18362143| PROTEASE INHIBITORS:12829635| COLCHICINE:16239226| L6:15764607| PSYLLIUM:10696527| NYSTATIN:11593015| ADENOVIRUS VECTOR:17536066| INDINAVIR:11916910| HALOPERIDOL:16002093| URIDINE:9030547| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:9217278| CURCUMIN:12446602| TCDD:7530807| VERAPAMIL:8622594| EPINEPHRINE:12376414| OESTRADIOL, ESTRADIOL:17068109| SOYBEAN OIL, INTRALIPID:10997602| PROTEIN SYNTHESIS INHIBITOR:9844728| DHEA, PRASTERONE:18349113
SLC2A5	STREPTOZOTOCIN:9756334
SLC30A8	insulin recombinant:-| zinc acetate:-| repaglinide:20809084
SLC30A9	aspirin:-
SLC31A1	carboplatin:22725681
SLC39A14	nortriptyline:20970119
SLC46A1	methotrexate:21317831
SLC47A1	trimethoprim:-| rucaparib:-
SLC47A2	rucaparib:-
SLC5A1	STZ, STREPTOZOTOCIN:1722397
SLC6A12	aspirin:20597903
SLC6A2	TYROSINE HYDROXYLASE INHIBITOR:7637592| atomoxetine:19387424;23266789| desipramine:-| venlafaxine:28068779
SLC6A3	amphetamine:-| cocaine:-| ALPHA-METHYL-P-TYROSINE:10741383| METHYLPHENIDATE:15572278,12699766,15827573| AMPHETAMINE:12624535| ANESTHETICS:11255924,7635175| levodopa:25805645| clozapine:20580759| haloperidol:27023437| ACETYLCYSTEINE, N-ACETYL-L-CYSTEINE:15542721| NICOTINE:15229055
SLC6A4	clomipramine:10867985| berberine:21647174| FLUOXETINE:11487610| buprenorphine:29333880| ondansetron:21247998| HORMONES:12660809| clozapine:20452607| quetiapine:20031235;23859574| peginterferon alfa-2b:-| evodiamine:21647174| Selective serotonin reuptake inhibitors:17414739;19204908;22086748;24930681;28639488| bupropion:21658141| methadone:29333880| ribavirin:-
SLC6A5	haloperidol:20859245;27023437
SLC6A9	methamphetamine:17582620
SLC7A5	melphalan:-
SLC9A3	ALBUMIN, ALBUMIN HUMAN:11251045,11698229| GLUCOCORTICOID:9727362
SLC9A8	adalimumab:29192552| infliximab:29192552
SLC9A9	remifentanil:29207912| fentanyl:29207912
SLCO1A2	nadolol:24419562| hmg coa reductase inhibitors:-| TESTOSTERONE:8779895| methotrexate:21317831| HORMONES:8779894| imatinib:21633340
SLCO1B1	erythromycin:-| SN-38:18221820| rosiglitazone:27271184| fludarabine:22584460| goserelin:-| TROGLITAZONE:14977862| cyclophosphamide:24599932;27234217| caspofungin:15716364| olmesartan:18641915| daunorubicin:26663398| sorafenib:27533851| ezetimibe / simvastatin:-| gemcitabine:29683977| FENOFIBRATE:16316932| cytarabine:22584460;26663398| GEMFIBROZIL:16316932| elbasvir / grazoprevir:-| misoprostol:26122863| ezetimibe / rosuvastatin:-| fenofibrate:-| idarubicin:22584460| ar c124910xx:28049954| elagolix:-| doxorubicin:27234217| atazanavir / ritonavir:31124411| ATORVASTATIN:17192770| Arsenic compounds:16479312| cerivastatin:15970799| gemtuzumab ozogamicin:22584460| docetaxel:27234217| simvastatin acid:25446771;26367500;28350522;29469964| DOCETAXEL:16210916| CLOFIBRATE:16316932| glucose:29748863| etoposide:26663398| rucaparib:-| atrasentan:16513443| rocuronium:25279974| PRAVASTATIN:16678544| epirubicin:24599932;27234217| valsartan:16678545| paclitaxel:24599932;30520341| amlodipine / atorvastatin / perindopril arginine:-| METHOTREXATE:23652803| ethambutol:-| pyrazinamide:-| rifampin:19374892;21709081;22562052;24420746;28594304| lovastatin:15616150;10601278;16103896;26020121| mitoxantrone:26663398| letermovir:-| troglitazone:14977862| simeprevir:-
SLCO1B3	irinotecan:19696792| elbasvir / grazoprevir:-| hmg coa reductase inhibitors:-| warfarin:-| atorvastatin:-| imatinib:25056761| simvastatin:-| paclitaxel:21151855;26267044;26641474;28447211| rucaparib:-| voriconazole:29914286| carboplatin:26267044;26641474| methotrexate:21317831| sunitinib:28117434| lovastatin:-| fluvastatin:-| pravastatin:25502615| rosuvastatin:-| simeprevir:-
SLCO1C1	infliximab:23651021;25403996;25493569| etanercept:23651021;25403996;25493569
SLCO2A1	Thiazides, plain:28783044
SLCO2B1	hmg coa reductase inhibitors:-| fexofenadine:21280267| atorvastatin:-| pravastatin:-| simvastatin:24598718| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:17049229| lovastatin:-| fluvastatin:-| ROSIGLITAZONE:18314419
SLCO3A1	darunavir:23494984
SLCO4C1	doxorubicin:26230641| daunorubicin:26230641
SLCO6A1	doxorubicin:26230641| daunorubicin:26230641
SLFN11	topoisomerase I inhibitors:26555224
SLIT1	hydrochlorothiazide:-| etoposide:-
SLPI	TNF-ALPHA, STAUROSPORINE:12668158,17114478| HGF:10970828| HEPARIN:8615699,9593692| CYTOKINES:11385113
SMAD2	TRETINOIN, ATRA:15799023| HYDROCORTISONE:16644034| BLM:17274978| AMIFOSTINE:12410567| BLEOMYCIN, BLEOMYCIN (CHEMBL3039590):17274978
SMAD3	HALOFUGINONE:11874485| GENISTEIN:15963949| ANTIESTROGEN:15056732| DEXAMETHASONE:15817834| ENZYME INHIBITOR:15619341| LEUPROLIDE ACETATE:14678567
SMAD4	CETUXIMAB:26046389| Imatinib, IMATINIB:28514312| Cisplatin:22753594| SD-093:15289325| TGF:16928297| INK-128, Sapanisertib:25261369| CARBOPLATIN, Carboplatin:28514312| PACLITAXEL, Paclitaxel:28514312| CRIZOTINIB, Crizotinib:28476735| ALECTINIB, Alectinib:28476735| Irinotecan, IRINOTECAN:22753594| 5-FLUOROURACIL, FLUOROURACIL:12237773| GEMCITABINE, Gemcitabine:22753594
SMAD7	TPA, PHORBOL MYRISTATE ACETATE:15033458
SMARCA4	CISPLATIN:26671993| RETINOIC ACID, TRETINOIN:9315656| VINORELBINE, VINORELBINE BASE:26671993
SMARCB1	Alvocidib, ALVOCIDIB:18223228| DZNeP:23190500| PANOBINOSTAT:26920892| radiotherapy:23190500| Tazemetostat:26360609,23620515| PENTANAL, CFI-400945:28398638| Vorinostat, VORINOSTAT:23764045| EPZ-6438:23620515| Fenretinide, FENRETINIDE:23764045| PALBOCICLIB, Palbociclib:21871868
SMN1	VALPROIC ACID:14595654| PHENYLBUTANOIC ACID, PHENYLBUTYRATE:14560316| AMIKACIN:15790598| SODIUM 4-PHENYLBUTYRATE:15523494| ACLARUBICIN:11734549
SMN2	nusinersen:-
SMO	TALADEGIB, Taladegib:25759019| PSI:25759020| GEFITINIB:26124204| ARSENIC TRIOXIDE:25759020| GEFITINIB, Gefitinib:26124204| SANT1:26781311| MRT-92:25636740| JQ1:25759019| Arsenic trioxide, ARSENIC TRIOXIDE:26823493,21183792| SARIDEGIB:22550175| TAK-441:24291104| VISMODEGIB:19726788,25759020,22550175,22679179| Posaconazole, POSACONAZOLE:26823493| ERISMODEGIB, Sonidegib:26546616,26823493,25759019,26124204| VISMODEGIB, Vismodegib:25306392,19726788,25759020,25759019| PHA-665752:26124204| VISMODEGIB, Vismodegib:26676867,19726788,25759020,26823493,25759019| LDE225, ERISMODEGIB:26124204| VISMODEGIB:19726788,25759020
SMOX	DFMO:10409651| ENZYME INHIBITOR:6885895| AZASERINE:7899459
SMTN	TRANSFORMING GROWTH FACTOR:12390831
SMYD3	antipsychotics:21826085
SNAP25	STEROID HORMONE:15176086| DIAZOXIDE:15752769| amisulpride:28947383
SNORD68	thalidomide:20038957| docetaxel:20038957
SNW1	TRANSFORMING GROWTH FACTOR:15149847
SOAT1	NIFEDIPINE:3341992,2829803| LOVASTATIN:2268271| TESTOSTERONE:2765620| ATORVASTATIN:14644397| 6-HYDROXYDOPAMINE:1559138| URSODIOL, URSODEOXYCHOLIC ACID:7949265| DEXAMETHASONE:7485476
SOCS1	IL-2:12928391| INSULIN:18171911
SOCS3	ANTISENSE OLIGONUCLEOTIDES:15939448| peginterferon alfa-2b:-| ribavirin:-| peginterferon alfa-2a:-
SOCS6	INSULIN:18356406
SOD2	Antimycobacterials:17400324| doxorubicin:26230641| valproic acid:-| Antibiotics:17400324| asparaginase:27019981| Antifungals For Systemic Use:17400324| methotrexate:25330300| ANTIOXIDANT:12007958| Analgesics and anesthetics:17400324| Antithyroid Preparations:17400324| Drugs For Treatment Of Tuberculosis:17400324| daunorubicin:26230641| paclitaxel:25495407| cyclophosphamide:-| antiinflammatory and antirheumatic products, non-steroids:17400324| antiepileptics:17400324
SORCS2	atazanavir:-
SORT1	hmg coa reductase inhibitors:-
SOS1	IL-6:9815779
SOX10	VEMURAFENIB:24670642
SP3	DOXORUBICIN:17511886
SP7	ASCORBATE, ASCORBIC ACID:14648194
SPATA5	paclitaxel:24444404
SPECC1L	methotrexate:18539621
SPG7	anthracyclines and related substances:21900104;23441093| thalidomide:20038957| docetaxel:20038957
SPIDR	epirubicin:24599932| paclitaxel:24599932| cyclophosphamide:24599932
SPINK5	glibenclamide:27403931
SPINT1	SURAMIN:15590895
SPOPL	olanzapine:-
SPP1	pamidronate:21396799| RETINOIC ACID, TRETINOIN:9224725| IMMUNOSUPPRESSANT:15978615| zoledronate:21396799| TPA, PHORBOL MYRISTATE ACETATE:12009309| TYROSINE KINASE INHIBITOR:12176960| GENTAMICIN:11274264| SODIUM BUTYRATE:9224725| CALCITONIN:8013390| TACROLIMUS:16103732| PHORBOL MYRISTATE ACETATE, 12-O-TETRADECANOYLPHORBOL-13-ACETATE:12009309| CHONDROITIN SULFATE:12118914| WORTMANNIN:14703434| PROTEIN PHOSPHATASE INHIBITOR:11818502
SPRY2	capecitabine:-
SPSB2	methylphenidate:29382897
SPTA1	benazepril:21449848
SRC	PACLITAXEL, Paclitaxel:22784709| CERITINIB, Ceritinib:25394791| SCH772984:27222538| Selumetinib, SELUMETINIB:27222538| Radiotherapy:27196762| BOSUTINIB, Bosutinib:27196758| CLOZAPINE:15659539| DASATINIB, Dasatinib:27231123,19098899,27154914,27222538| LAPATINIB, Lapatinib:26270481| TYRPHOSTIN A9:11112699| CEDIRANIB, Cediranib:26802156| INTERLEUKIN-11:8641341| LAVENDUSTIN A:12391293| SARACATINIB, Saracatinib:25394791,26802156| GEMCITABINE, Gemcitabine:27196758| DOXORUBICIN:7532928| Ponatinib, PONATINIB:26270481| BIRB-796, DORAMAPIMOD:27154914| Trametinib, TRAMETINIB:27222538| UM-164:27154914| Si306:27196762| Cisplatin:27196758| KX2-391:22784709
SREBF1	INSULIN:10627507,12576518,14594997| NEUROTROPHIC FACTOR:12788519| hmg coa reductase inhibitors:24329191
SRGN	HEPARIN:8613703
SRI	ADM:2568983| ISOPROTERENOL:15754088| ADRIAMYCIN:1975203| COLCHICINE:1975203| VINCRISTINE:1975203
SRP19	fluoxetine:22795047| paroxetine:22795047| citalopram:22795047| sertraline:22795047
SRPRB	ethanol:31002879
SRR	metformin:21933224
SRY	HORMONES:10512011| STEROID HORMONE:11585838
SST	GANCICLOVIR:10766345| FREUND&APOS;S ADJUVANT:15146439| VALINOMYCIN:6129560| VALPROIC ACID:1972258| CAPTOPRIL:2864479| AMPHETAMINE:2874568| ESTRADIOL BENZOATE:10211766| BOMBESIN ANTAGONIST:1976209| GP-120:9878821| ASPIRIN, ACETYLSALICYLIC ACID:6108875| LITHIUM:2888503| STREPTOZOTOCIN:7664670
SSTR1	STZ, STREPTOZOTOCIN:7956902| OCTREOTIDE:8566856
SSTR2	VAPREOTIDE, OCTASTATIN:8653698| OCTREOTIDE:12721506,18198230| INSULIN:10614629| HORMONES:8593784
SSTR5	LANREOTIDE:15671091| BIM-23014, LANREOTIDE:15671091
SSU72	capecitabine:-
ST13	corticosteroids:25616159
ST14	PROTEASE INHIBITOR:10373425| SURAMIN:15590895
ST6GAL1	flucloxacillin:19483685
STAB2	ALBUMIN, ALBUMIN HUMAN:12473645
STAG2	DABRAFENIB, Dabrafenib:27500726| CAMPTOTHECIN, Camptothecin:21852505,24356817| Vemurafenib, VEMURAFENIB:27500726| RUCAPARIB, Rucaparib:21852505,24356817| Trametinib, TRAMETINIB:27500726| VELIPARIB, Veliparib:21852505,24356817| Temozolomide, TEMOZOLOMIDE:21852505,24356817| VEMURAFENIB:27500726| OLAPARIB, Olaparib:21852505,24356817
STAG3	VEMURAFENIB:27500726
STAR	BDNF:15485793
STAT2	13-CIS-RETINOIC ACID, ISOTRETINOIN:11032398
STAT3	interferons:17602083| rifampin:-| RECOMBINANT INTERLEUKIN:14960573| ethambutol:-| pyrazinamide:-| streptomycin:-
STAT4	DNA METHYLTRANSFERASE INHIBITOR:16301617| hmg coa reductase inhibitors:-| IL-2:11418001,16493033| IL-12, PROXYPHYLLINE:9547334,15178894,16324152,15356157,11160329,10861035,11965047,16301617,11418001,10097133,9079804,10415122,12123550,9144409,10458767| PROXYPHYLLINE, INTERLEUKIN-12:14660657| ustekinumab:27977334
STAT5B	RHGH:11042019| RECOMBINANT HUMAN GROWTH HORMONE:11042019| EPOETIN ALFA, EPO:9195960
STAT6	INDOMETHACIN:18832692| EOTAXIN:12576300| GLUCOCORTICOID:15544592
STIM2	AMINOGLYCOSIDE ANTIBIOTIC:17905723
